issuerId;ISSUER_NAME;ISSUER_TICKER;ISSUER_CNTRY_DOMICILE_NAME;ISSUER_CNTRY_DOMICILE;IVA_INDUSTRY;IVA_INDUSTRY_CODE;GICS_SUB_IND;IVA_COMPANY_RATING;INDUSTRY_ADJUSTED_SCORE;AGR_RATING;GOVERNANCE_SCORE;OVERALL_FLAG;ABORT_TIE;CONTRA_TIE;AE_TIE;ALC_TIE;FIREARM_TIE;GAM_TIE;NUC_TIE;TOB_TIE;WEAP_GTIE;CB_TIE;LM_TIE
IID000000002185422;Suzhou Gold Mantis Construction Decoration Co., Ltd.;002081;China;CN;Commercial Services & Supplies;12895;Construction & Engineering;B;2.4;Average;5.40;Green;;;;;;;;;;;
IID000000002290124;Suzhou Hailu Heavy Industry Co.,Ltd;002255;China;CN;Industrial Machinery;12924;Industrial Machinery;;;Very Aggressive;;;;;;;;;true;;;;
IID000000002185433;Svenska Handelsbanken AB;SHB A;Sweden;SE;Banks;15698;Diversified Banks;A;7.0;Conservative;6.90;Green;;;;;;;;;;;
IID000000002152716;Swedbank AB;SWED A;Sweden;SE;Banks;15698;Diversified Banks;AA;7.8;Average;7.90;Orange;;;;;;;;;;;
IID000000002185460;Swedish Match AB;SWMA;Sweden;SE;Tobacco;15688;Tobacco;AA;7.7;Very Aggressive;7.80;Green;;;;;;;;true;;;
IID000000002182386;Swiss Life Holding AG;SLHN;Switzerland;CH;Life & Health Insurance;15580;Life & Health Insurance;BB;3.3;Average;8.40;Green;;;;;;;;;;;
IID000000002185481;Swiss Prime Site AG;SPSN;Switzerland;CH;Real Estate Management & Services;15699;Real Estate Operating Companies;A;6.5;;8.60;Green;;;;true;;;;;;;
IID000000002621433;Swiss Re AG;SREN;Switzerland;CH;Multi-Line Insurance & Brokerage;15581;Reinsurance;AAA;10.0;;8.00;Green;;;;;;;;;;;
IID000000002185484;Swisscom AG;SCMN;Switzerland;CH;Telecommunication Services;15705;Integrated Telecommunication Services;AAA;9.1;Average;7.60;Green;;;;;;;;;;;
IID000000002185487;Swissmed Centrum Zdrowia SA;SWD;Poland;PL;Health Care Providers & Services;12918;Health Care Facilities;;;;;;true;;;;;;;;;;
IID000000002818081;Switch Inc;SWCH;United States of America;US;Software & Services;15356;IT Consulting & Other Services;;;Aggressive;5.80;Green;;;;;;;;;;;
IID000000002147336;Symrise AG;SY1;Germany;DE;Specialty Chemicals;12945;Specialty Chemicals;A;7.0;;7.90;Green;;;;true;;;;true;;;
IID000000002696819;Syndax Pharmaceuticals Inc;SNDX;United States of America;US;Biotechnology;12892;Biotechnology;;;Average;6.90;Green;;;;;;;;;;;
IID000000002742670;Synlogic Inc;SYBX;United States of America;US;Biotechnology;12892;Biotechnology;;;Aggressive;6.00;Green;;;;;;;;;;;
IID000000002140557;Synnex Technology International Corp.;2347;Taiwan;TW;Electronic Equipment, Instruments & Components;12911;Technology Distributors;BB;3.5;Aggressive;5.10;Green;;;;;;;;;;;
IID000000002929460;Synthorx Inc;THOR;United States of America;US;Biotechnology;12892;Biotechnology;;;;;;;;;;;;;;;;
IID000000002141107;Syrah Resources Ltd;SYR;Australia;AU;Metals and Mining - Non-Precious Metals;15679;Diversified Metals & Mining;BB;4.1;;6.40;Green;;;;;;;;;;;
IID000000002769551;Syros Pharmaceuticals Inc;SYRS;United States of America;US;Biotechnology;12892;Biotechnology;;;Conservative;6.20;Green;;;;;;;;;;;
IID000000002185595;T&D Holdings, Inc.;8795;Japan;JP;Life & Health Insurance;15580;Life & Health Insurance;A;7.0;;4.10;Green;;;;;;;;;;;
IID000000002863274;T'way Air Co Ltd;;South Korea;KR;;;Airlines;;;;;;;;;true;;;;true;;;
IID000000002175524;T-MOBILE US, INC.;TMUS;United States of America;US;Telecommunication Services;15705;Wireless Telecommunication Services;B;1.7;Average;3.20;Orange;;;true;;;true;;;;;
IID000000002128683;T. ROWE PRICE GROUP, INC.;TROW;United States of America;US;Asset Management & Custody Banks;15576;Asset Management & Custody Banks;A;6.3;Average;7.20;Green;;;;;;;;;;;
IID000000002185602;T.HASEGAWA CO.,LTD.;4958;Japan;JP;Specialty Chemicals;12945;Specialty Chemicals;;;Very Aggressive;;Green;;;;true;;;;;;;
IID000000002705533;T2 Biosystems Inc;TTOO;United States of America;US;Biotechnology;12892;Biotechnology;;;Average;4.00;Green;;;;;;;;;;;
IID000000002185609;TA ENTERPRISE BERHAD;TA;Malaysia;MY;Hotels & Travel;15691;Hotels, Resorts & Cruise Lines;;;Average;;;;;;true;;;;true;;;
IID000000002571525;TA GLOBAL BERHAD;TAGB;Malaysia;MY;Hotels & Travel;15691;Hotels, Resorts & Cruise Lines;;;Aggressive;;;;;;true;;;;true;;;
IID000000002150074;TABCORP HOLDINGS LIMITED;TAH;Australia;AU;Casinos & Gaming;15692;Casinos & Gaming;AA;7.4;Aggressive;6.90;Yellow;;;;;;true;;;;;
IID000000002667924;TABLEAU SOFTWARE, INC.;DATA;United States of America;US;Software & Services;15356;Systems Software;BBB;4.9;Average;4.20;Green;;;;;;;;;;;
IID000000002756613;TABULA RASA HEALTHCARE, INC.;TRHC;United States of America;US;Health Care Equipment & Supplies;12917;Health Care Technology;B;1.7;Very Aggressive;5.00;Green;;;;;;;;;;;
IID000000002131264;TAEKWANG INDUSTRIAL CO.,LTD;003240;South Korea;KR;Commodity Chemicals;12896;Commodity Chemicals;;;Average;;Yellow;;;true;;;;;;;;
IID000000002167067;TAHOE GROUP CO., LTD;000732;China;CN;Real Estate Development & Diversified Activities;13198;Real Estate Development;B;2.1;;5.80;Yellow;;;;true;;;;;;;
IID000000002185621;TAIHEI DENGYO KAISHA,LTD.;1968;Japan;JP;Construction & Engineering;12899;Construction & Engineering;;;Average;;Green;;;;;;;true;;;;
IID000000002185622;TAIHEIYO CEMENT CORPORATION;5233;Japan;JP;Construction Materials;12901;Construction Materials;BBB;4.5;Average;4.10;Green;;;;;;;;;;;
IID000000002754151;TAILORED BRANDS, INC.;TLRD;United States of America;US;Retail - Consumer Discretionary;15696;Apparel Retail;BBB;5.3;Average;5.90;Green;;;;;;;;;;;
IID000000002185625;TAISEI CO.,LTD;3359;Japan;JP;Containers & Packaging;12902;Paper Packaging;;;Aggressive;;;;;;true;;;;;;;
IID000000002140926;TAISEI CORPORATION;1801;Japan;JP;Construction & Engineering;12899;Construction & Engineering;A;7.1;Average;3.90;Yellow;;;;;;;true;;;;
IID000000002186064;TAISHIN FINANCIAL HOLDING CO., LTD.;2887;Taiwan;TW;Banks;15698;Diversified Banks;A;7.1;Average;5.80;Green;;;;;;;;;;;
IID000000002627323;TAISHO PHARMACEUTICAL HOLDINGS CO., LTD.;4581;Japan;JP;Pharmaceuticals;12939;Pharmaceuticals;BB;3.6;Average;2.60;Green;;;;;;;;;;;
IID000000002130685;TAISUN ENTERPRISE CO., LTD.;1218;Taiwan;TW;Food Products;12915;Packaged Foods & Meats;;;Conservative;;;;;;true;;;;true;;;
IID000000002139033;TAIWAN FERTILIZER CO., LTD.;1722;Taiwan;TW;Specialty Chemicals;12945;Fertilizers & Agricultural Chemicals;BBB;5.6;Average;5.80;Green;;;;true;;;;true;;;
IID000000002186077;TAIWAN HON CHUAN ENTERPRISE CO.,LTD.;9939;Taiwan;TW;Containers & Packaging;12902;Metal & Glass Containers;;;Average;;Green;;;;;;;;true;;;
IID000000002186082;TAIWAN MOBILE CO., LTD.;3045;Taiwan;TW;Telecommunication Services;15705;Wireless Telecommunication Services;A;6.1;Average;3.00;Green;;;true;;;;;;;;
IID000000002130916;TAIWAN TEA CORPORATION;2913;Taiwan;TW;Retail - Food & Staples;15697;Food Distributors;;;Very Aggressive;;Green;;;;true;;;;;;;
IID000000002149717;TAIYO NIPPON SANSO CORPORATION;4091;Japan;JP;Specialty Chemicals;12945;Industrial Gases;B;1.6;Very Aggressive;3.10;Green;true;;;;;;;;;;
IID000000002186099;TAIYUAN HEAVY INDUSTRY CO., LTD.;600169;China;CN;Construction & Farm Machinery & Heavy Trucks;12900;Construction Machinery & Heavy Trucks;;;Very Aggressive;;;;;;;;;true;;;;
IID000000002186102;TAJ GVK Hotels and Resorts Ltd;TAJGVK;India;IN;Hotels & Travel;15691;Hotels, Resorts & Cruise Lines;;;Average;;;;;;true;;;;true;;;
IID000000002148745;TAKARA BIO INC.;4974;Japan;JP;Biotechnology;12892;Biotechnology;B;1.6;Average;2.60;Green;;;;true;;;;;;;
IID000000002185644;TAKARA HOLDINGS INC.;2531;Japan;JP;Beverages;15689;Distillers & Vintners;BB;3.9;;2.80;Green;;;;true;;;;;;;
IID000000002133124;TAKASAGO INTERNATIONAL CORPORATION;4914;Japan;JP;Specialty Chemicals;12945;Specialty Chemicals;;;Aggressive;;Green;;;;true;;;;true;;;
IID000000002145327;TAKE-TWO INTERACTIVE SOFTWARE, INC.;TTWO;United States of America;US;Media & Entertainment;15706;Interactive Home Entertainment;BBB;4.6;Very Aggressive;4.80;Green;;;true;;;;;;;;
IID000000002602537;TAL EDUCATION GROUP;TAL;China;CN;Diversified Consumer Services;14519;Education Services;B;1.9;Average;5.30;Green;;;;;;;;;;;
IID000000002732958;TALEN ENERGY CORPORATION;RVSHD;United States of America;US;Utilities;15700;Independent Power Producers & Energy Traders;;;;;;;;;;;;true;;;;
IID000000002587762;TALKTALK TELECOM GROUP PLC;TALK;United Kingdom;GB;Telecommunication Services;15705;Alternative Carriers;B;2.1;Aggressive;7.20;Yellow;;;;;;;;;;;
IID000000002725532;TALLGRASS ENERGY, LP;TGE;United States of America;US;Oil & Gas Refining, Marketing, Transportation & Storage;12937;Oil & Gas Storage & Transportation;B;2.4;Very Aggressive;3.80;Green;;;;;;;;;;;
IID000000002840501;TALOS ENERGY INC.;TALO;United States of America;US;Oil & Gas Exploration & Production;12936;Oil & Gas Exploration & Production;BB;4.0;;7.40;Green;;;;;;;;;;;
IID000000002186182;TANGER FACTORY OUTLET CENTERS, INC.;SKT;United States of America;US;Real Estate Management & Services;15699;Retail REITs;B;2.4;Average;4.40;Green;;;;;;;;;;;
IID000000002628111;TANSH Global Food Group Co Ltd;3666;China;CN;Restaurants;15693;Restaurants;;;Average;;;;;;true;;;;;;;
IID000000002185661;TANTK im. G.M. Berieva PAO;takb;Russia;RU;;;;;;;;;;;;;;;;;true;;
IID000000002131531;TAP DOAN VINGROUP - CONG TY CO PHAN;VIC;Vietnam;VN;Real Estate Development & Diversified Activities;13198;Diversified Real Estate Activities;;;;;;true;;;true;;;;;;;
IID000000002162278;TAPESTRY, INC;TPR;United States of America;US;Textiles, Apparel & Luxury Goods;13201;Apparel, Accessories & Luxury Goods;BB;3.8;Aggressive;6.60;Green;;;;;;;;;;;
IID000000002434863;TAQA MOROCCO S.A.;TQM;Morocco;MA;Utilities;15700;Independent Power Producers & Energy Traders;CCC;0.0;Very Aggressive;2.40;Green;;;;;;;;;;;
IID000000002383904;TARGA RESOURCES CORP.;TRGP;United States of America;US;Oil & Gas Refining, Marketing, Transportation & Storage;12937;Oil & Gas Storage & Transportation;BB;3.5;;3.70;Green;;;;;;;;;;;
IID000000002186212;TARGET CORPORATION;TGT;United States of America;US;Retail - Consumer Discretionary;15696;General Merchandise Stores;A;6.5;Average;5.90;Orange;;;;true;;;;;;;
IID000000002186218;TARO PHARMACEUTICAL INDUSTRIES LTD.;TARO;Israel;IL;Pharmaceuticals;12939;Pharmaceuticals;;;Aggressive;;;true;true;;;;;;;;;
IID000000002143133;TASLY PHARMACEUTICAL GROUP CO.,LTD.;600535;China;CN;Pharmaceuticals;12939;Pharmaceuticals;B;1.9;Aggressive;4.10;Green;;;;true;;;;true;;;
IID000000002186235;TASSAL GROUP LIMITED;TGR;Australia;AU;Food Products;12915;Packaged Foods & Meats;A;6.8;Average;7.40;Green;;;;;;;;;;;
IID000000002137587;TATA CONSULTANCY SERVICES LIMITED;TCS;India;IN;Software & Services;15356;IT Consulting & Other Services;AA;8.4;Average;4.20;Green;;;;;;true;;;;;
IID000000002186242;TATA ELXSI LIMITED;TATAELXSI;India;IN;Software & Services;15356;Systems Software;BBB;5.7;Average;7.20;Green;;;;;;;;;true;;
IID000000002154468;TATA FINANCE LIMITED;;India;IN;;;;;;;;;;;;;;;;;true;;
IID000000002145995;TATA MOTORS LIMITED;TATAMOTORS;India;IN;Automobiles;12886;Automobile Manufacturers;B;2.7;Aggressive;4.10;Yellow;;;;;;;;;true;;
IID000000002146120;TATA STEEL LIMITED;TATASTEEL;India;IN;Steel;12947;Steel;B;1.9;Aggressive;5.60;Yellow;;;;;;;;;;;
IID000000002137109;TATE & LYLE PUBLIC LIMITED COMPANY;TATE;United Kingdom;GB;Food Products;12915;Packaged Foods & Meats;AA;7.6;Average;8.20;Green;;;;true;;;;;;;
IID000000002141346;TATNEFT' PAO;TATN;Russia;RU;Oil & Gas Exploration & Production;12936;Oil & Gas Exploration & Production;B;2.5;Aggressive;0.00;Green;;;;;;;;;;;
IID000000002141630;TATUNG CO.;2371;Taiwan;TW;Household Durables;12922;Consumer Electronics;A;5.8;Aggressive;6.30;Green;;;;;;;;;;;
IID000000002123708;TAUBMAN CENTERS, INC.;TCO;United States of America;US;Real Estate Management & Services;15699;Retail REITs;B;2.2;Average;4.80;Green;;;;;;;;;;;
IID000000002186258;TAV HAVALIMANLARI HOLDING ANONIM SIRKETI;TAVHL;Turkey;TR;Transportation Infrastructure;15355;Airport Services;BBB;4.7;Average;4.30;Green;;;;true;;;;true;;;
IID000000002925581;TAYLOR MORRISON HOME CORPORATION;TMHC;United States of America;US;Real Estate Development & Diversified Activities;13198;Homebuilding;BB;4.1;;5.90;Green;;;;;;;;;;;
IID000000002186274;TAYLOR WIMPEY PLC;TW.;United Kingdom;GB;Real Estate Development & Diversified Activities;13198;Homebuilding;AA;7.4;Average;7.80;Yellow;;;;;;;;;;;
IID000000002185672;TBEA CO., LTD.;600089;China;CN;Electrical Equipment;12910;Electrical Components & Equipment;BB;3.1;Average;6.00;Green;;;;;;;;;;;
IID000000002140196;TCF FINANCIAL CORPORATION;TCF;United States of America;US;Banks;15698;Regional Banks;B;2.6;Average;6.70;Green;;;;;;;;;;;
IID000000002130598;TCL Corporation;000100;China;CN;Household Durables;12922;Consumer Electronics;A;5.8;Average;5.30;Green;;;;;;;;;;;
IID000000002149422;TD AMERITRADE HOLDING CORPORATION;AMTD;United States of America;US;Investment Banking & Brokerage;15359;Investment Banking & Brokerage;BB;3.2;Average;4.40;Green;;;;;;;;;;;
IID000000002127349;TDC A/S;TDCAF;Denmark;DK;Telecommunication Services;15705;Integrated Telecommunication Services;BBB;5.2;;8.20;Green;;;true;;;;;;;;
IID000000002123928;TDK CORPORATION;6762;Japan;JP;Electronic Equipment, Instruments & Components;12911;Electronic Components;BBB;4.8;Aggressive;5.30;Yellow;;;;;;;;;;;
IID000000002146866;TDM BHD;TDM;Malaysia;MY;Food Products;12915;Agricultural Products;;;Aggressive;6.90;;true;;;;;;;;;;
IID000000002153954;TE Connectivity Ltd.;TEL;Switzerland;CH;Electronic Equipment, Instruments & Components;12911;Electronic Manufacturing Services;AA;7.4;Aggressive;7.20;Green;;;;;;;;;;;
IID000000002145257;TEAM, INC.;TISI;United States of America;US;Commercial Services & Supplies;12895;Environmental & Facilities Services;AA;7.8;Conservative;7.40;Green;;;;;;;;;;;
IID000000002186295;TECH DATA CORPORATION;TECD;United States of America;US;Electronic Equipment, Instruments & Components;12911;Technology Distributors;A;6.5;Average;6.50;Green;;;;;;;;;;;
IID000000002146050;TECH MAHINDRA LIMITED;TECHM;India;IN;Software & Services;15356;IT Consulting & Other Services;BBB;4.9;Aggressive;4.90;Green;;;;;;;;;;;
IID000000002186309;TECHNICAL OLYMPIC S.A.;OLYMP;Greece;GR;Construction & Engineering;12899;Hotels, Resorts & Cruise Lines;;;Aggressive;;;;;;true;;true;;;;;
IID000000002796844;TECHNIPFMC PLC;FTI;United Kingdom;GB;Energy Equipment & Services;12913;Oil & Gas Equipment & Services;AA;8.1;Average;5.80;Green;;;;;;;;;;;
IID000000002128703;TECHTARGET, INC.;TTGT;United States of America;US;Media & Entertainment;15706;Advertising;B;1.6;Average;4.90;Green;;;;;;;;;;;
IID000000002140672;TECHTRONIC INDUSTRIES COMPANY LIMITED;669;Hong Kong;HK;Household Durables;12922;Household Appliances;A;6.9;Average;5.50;Green;;;;;;;;;;;
IID000000002153984;TECNICAS REUNIDAS, S.A.;TRE;Spain;ES;Energy Equipment & Services;12913;Oil & Gas Equipment & Services;A;6.2;Average;5.20;Yellow;;;;;;;true;;;;
IID000000002130580;TED BAKER PLC;TED;United Kingdom;GB;Textiles, Apparel & Luxury Goods;13201;Apparel, Accessories & Luxury Goods;A;6.2;Average;6.70;Orange;;;;;;;;;;;
IID000000002129158;TEEKAY CORPORATION;TK;Bermuda;BM;Oil & Gas Refining, Marketing, Transportation & Storage;12937;Oil & Gas Storage & Transportation;BB;3.1;Average;5.20;Green;;;;;;;;;;;
IID000000002137165;TEEKAY TANKERS LTD.;TNK;Bermuda;BM;Oil & Gas Refining, Marketing, Transportation & Storage;12937;Oil & Gas Storage & Transportation;;;Average;3.30;Green;;;;;;;;;;;
IID000000002167420;TEGNA INC.;TGNA;United States of America;US;Media & Entertainment;15706;Broadcasting;BB;4.1;Aggressive;6.60;Yellow;;;;;;;;;;;
IID000000002124685;TEIJIN LIMITED;3401;Japan;JP;Commodity Chemicals;12896;Commodity Chemicals;AA;8.3;Aggressive;4.20;Green;;;;;;;;;;;
IID000000002599226;TEIXEIRA DUARTE, S.A.;TDSA;Portugal;PT;Construction & Engineering;12899;Construction & Engineering;;;Aggressive;;;;;;true;;;;;;;
IID000000002186379;TEJON RANCH CO.;TRC;United States of America;US;Real Estate Development & Diversified Activities;13198;Diversified Real Estate Activities;BBB;4.5;Average;4.40;Green;;;;true;;;;;;;
IID000000002186422;TELECOM ARGENTINA SOCIEDAD ANONIMA;TECO23;Argentina;AR;Telecommunication Services;15705;Integrated Telecommunication Services;CCC;0.9;Aggressive;4.60;Green;;;true;;;;;;;;
IID000000002145132;TELECOM ITALIA SPA;TIT;Italy;IT;Telecommunication Services;15705;Integrated Telecommunication Services;BBB;4.8;Very Aggressive;4.00;Yellow;;;true;;;true;;;;;
IID000000002186427;TELECOM PLUS PLC;TEP;United Kingdom;GB;Utilities;15700;Multi-Utilities;AA;8.3;;7.70;Green;;;;;;;;;;;
IID000000002129120;TELEDYNE TECHNOLOGIES INCORPORATED;TDY;United States of America;US;Aerospace & Defense;12882;Aerospace & Defense;BBB;5.2;Average;4.00;Green;;;;;;;;;true;;
IID000000002186437;TELEFLEX INCORPORATED;TFX;United States of America;US;Health Care Equipment & Supplies;12917;Health Care Equipment;BB;4.0;Average;5.90;Green;;;;;;;;;;;
IID000000002186431;TELEFONICA BRASIL S.A.;VIV;Brazil;BR;Telecommunication Services;15705;Integrated Telecommunication Services;A;7.1;Average;4.00;Yellow;;;true;;;;;;;;
IID000000002256429;TELEFONICA EMISIONES, S.A.U.;;Spain;ES;Telecommunication Services;15705;Integrated Telecommunication Services;;;;;;;;true;;;;;;;;
IID000000002186454;TELEKOM MALAYSIA BERHAD;TM;Malaysia;MY;Telecommunication Services;15705;Integrated Telecommunication Services;A;6.7;Average;4.60;Green;;;;true;;;;;;;
IID000000002153256;TELENET GROUP HOLDING N.V.;TNET;Belgium;BE;Media & Entertainment;15706;Cable & Satellite;BBB;5.7;Average;5.50;Green;;;true;;;;;;;;
IID000000002153910;TELENOR ASA;TEL;Norway;NO;Telecommunication Services;15705;Integrated Telecommunication Services;AAA;10.0;Average;8.10;Yellow;;;true;;;;;;;;
IID000000002186464;TELEPERFORMANCE SE;TEP;France;FR;Professional Services;15695;Research & Consulting Services;AAA;10.0;Average;7.40;Green;;;;;;;;;;;
IID000000002186465;TELEPHONE AND DATA SYSTEMS, INC.;TDS;United States of America;US;Telecommunication Services;15705;Wireless Telecommunication Services;B;2.1;Average;3.30;Green;;;;;;;;;;;
IID000000002227604;TELESAT CANADA;LORL;Canada;CA;Broadcasting, Cable & Satellite;12893;Alternative Carriers;B;2.4;;2.60;Green;;;;;;;;;true;;
IID000000002145563;TELFORD HOMES PLC;TEF;United Kingdom;GB;Real Estate Development & Diversified Activities;13198;Homebuilding;A;6.9;Aggressive;6.10;Green;;;;;;;;;;;
IID000000002186492;TELKOM SA SOC LIMITED;TKG;South Africa;ZA;Telecommunication Services;15705;Integrated Telecommunication Services;BBB;5.2;Average;5.90;Green;;;;;;;;;;;
IID000000002174609;TELLURIAN INC.;TELL;United States of America;US;Oil & Gas Exploration & Production;12936;Oil & Gas Exploration & Production;BB;4.0;Average;6.40;Green;;;;;;;;;;;
IID000000002133403;TELSTRA CORPORATION LIMITED;TLS;Australia;AU;Telecommunication Services;15705;Integrated Telecommunication Services;A;7.0;Average;6.80;Yellow;;;true;;;;;;;;
IID000000002226552;TELUS COMMUNICATIONS INC.;;Canada;CA;Integrated Telecommunication Services;13199;Integrated Telecommunication Services;;;;;;;;true;;;;;;;;
IID000000002129126;TELUS Corporation;T;Canada;CA;Telecommunication Services;15705;Integrated Telecommunication Services;AA;8.5;Average;7.20;Yellow;;;true;;;;;;;;
IID000000002186512;TEMENOS AG;TEMN;Switzerland;CH;Software & Services;15356;Application Software;BBB;5.4;Very Aggressive;6.80;Green;;;;;;;;;;;
IID000000002765298;TEMPLE HOTELS INC.;;Canada;CA;Hotels & Travel;15691;Hotels, Resorts & Cruise Lines;;;;;;;;;true;;true;;;;;
IID000000002186528;TEMPUR SEALY INTERNATIONAL, INC.;TPX;United States of America;US;Household Durables;12922;Home Furnishings;BB;3.5;Aggressive;5.30;Green;;;;;;;;;;;
IID000000002135824;TEN ALLIED CO.,LTD.;8207;Japan;JP;Restaurants;15693;Restaurants;;;Average;;;;;;true;;;;;;;
IID000000002141579;TEN NETWORK HOLDINGS LIMITED;TENYY;Australia;AU;Broadcasting, Cable & Satellite;12893;Broadcasting;;;;;;;;true;true;;;;;;;
IID000000002130344;TENAGA NASIONAL BERHAD;TENAGA;Malaysia;MY;Utilities;15700;Electric Utilities;BBB;4.8;Conservative;5.70;Yellow;;;;;;;;;;;
IID000000002153917;TENARIS S.A.;TEN;Luxembourg;LU;Energy Equipment & Services;12913;Oil & Gas Equipment & Services;BB;3.1;Aggressive;1.80;Green;;;;;;;true;;;;
IID000000002149109;TENCENT HOLDINGS LIMITED;0700;China;CN;Interactive Media & Services;15707;Interactive Media & Services;BBB;4.9;Average;3.20;Yellow;;;;;;;;;;;
IID000000002186538;TENET HEALTHCARE CORPORATION;THC;United States of America;US;Health Care Providers & Services;12918;Health Care Facilities;BB;4.0;Conservative;6.40;Green;true;;;;;;;;;;
IID000000002145525;TENNECO INC.;TEN;United States of America;US;Auto Components;12885;Auto Parts & Equipment;A;6.8;Aggressive;4.40;Green;;;;;;;;;;;
IID000000002206535;TENNESSEE VALLEY AUTHORITY;TVC;United States of America;US;Utilities;15700;Independent Power Producers & Energy Traders;BBB;5.0;Aggressive;5.20;Yellow;;;;;;;true;;;;
IID000000002186560;TERADATA CORPORATION;TDC;United States of America;US;Software & Services;15356;Systems Software;AAA;10.0;Average;6.30;Green;;;;;;;;;;;
IID000000002186561;TERADYNE, INC.;TER;United States of America;US;Semiconductors & Semiconductor Equipment;12943;Semiconductor Equipment;BB;3.5;Aggressive;6.70;Green;;;;;;;;;;;
IID000000002271848;TEREOS USCA;TERES;France;FR;Food Products;12915;;BB;2.9;;2.90;Green;;;;true;;;;;;;
IID000000002186565;TEREX CORPORATION;TEX;United States of America;US;Construction & Farm Machinery & Heavy Trucks;12900;Construction Machinery & Heavy Trucks;BBB;4.7;Average;5.50;Green;;;;;;;;;;;
IID000000002185719;TERNA - RETE ELETTRICA NAZIONALE SOCIETA PER AZIONI;TRN;Italy;IT;Utilities;15700;Electric Utilities;AA;8.5;Aggressive;7.20;Green;;;;;;;;;;;
IID000000002737984;TERRAFORM GLOBAL, INC.;BAM;United States of America;US;Utilities;15700;Renewable Electricity;A;6.7;;4.00;Green;;;;true;;true;;true;;;
IID000000002700311;TERRAFORM POWER, INC.;TERP;United States of America;US;Utilities;15700;Renewable Electricity;A;6.5;Aggressive;4.50;Green;;;;;;;;;;;
IID000000002575745;TERRENO REALTY CORPORATION;TRNO;United States of America;US;Real Estate Management & Services;15699;Industrial REITs;B;2.2;Average;5.50;Green;;;;;;;;;;;
IID000000002185720;TERUMO CORPORATION;4543;Japan;JP;Health Care Equipment & Supplies;12917;Health Care Equipment;BBB;4.9;Aggressive;4.40;Green;;;;;;;;;;;
IID000000002153923;TESCO PLC;TSCO;United Kingdom;GB;Retail - Food & Staples;15697;Food Retail;A;6.3;Average;7.50;Orange;;;;true;;;;true;;;
IID000000002594878;TESLA, INC.;TSLA;United States of America;US;Automobiles;12886;Automobile Manufacturers;AA;7.3;Average;4.80;Yellow;;;;;;;;;;;
IID000000002186633;TETRA TECH, INC.;TTEK;United States of America;US;Commercial Services & Supplies;12895;Environmental & Facilities Services;A;7.0;Average;6.30;Green;;;;;;;true;;;;
IID000000002186634;TETRA TECHNOLOGIES, INC.;TTI;United States of America;US;Energy Equipment & Services;12913;Oil & Gas Equipment & Services;BB;3.8;Aggressive;5.00;Green;;;;;;;;;;;
IID000000002186643;TEVA PHARMACEUTICAL INDUSTRIES LIMITED;TEVA;Israel;IL;Pharmaceuticals;12939;Pharmaceuticals;B;1.9;Very Aggressive;5.20;Orange;true;true;;;;;;;;;
IID000000002186650;TEXAS CAPITAL BANCSHARES, INC.;TCBI;United States of America;US;Banks;15698;Regional Banks;BBB;5.2;Very Aggressive;7.00;Green;;;;;;;;;;;
IID000000002731286;TEXAS HEALTH RESOURCES;;United States of America;US;;;;;;;;;true;;;;;;;;;;
IID000000002186653;TEXAS INSTRUMENTS INCORPORATED;TXN;United States of America;US;Semiconductors & Semiconductor Equipment;12943;Semiconductors;AA;8.4;Aggressive;5.60;Green;;;;;;;;;true;;
IID000000002186655;TEXAS PACIFIC LAND TRUST;TPL;United States of America;US;Oil & Gas Exploration & Production;12936;Oil & Gas Exploration & Production;B;1.5;Conservative;5.10;Green;;;;;;;;;;;
IID000000002145329;TEXAS ROADHOUSE, INC.;TXRH;United States of America;US;Restaurants;15693;Restaurants;B;2.6;Conservative;5.30;Green;;;;true;;;;;;;
IID000000002153932;TEXTAINER GROUP HOLDINGS LIMITED;TGH;Bermuda;BM;Trading Companies & Distributors;12951;Trading Companies & Distributors;;;Conservative;5.00;Green;;;;;;;;;;;
IID000000002226870;TEXTRON FINANCIAL CORPORATION;TXT;United States of America;US;Diversified Financials;15491;Specialized Finance;;;;;;;;;;;;;;true;;
IID000000002186676;TEXTRON INC.;TXT;United States of America;US;Aerospace & Defense;12882;Aerospace & Defense;BB;3.7;Average;5.80;Yellow;;;;;;;;;true;;
IID000000002185725;TFS FINANCIAL CORPORATION;TFSL;United States of America;US;Banks;15698;Thrifts & Mortgage Finance;BBB;4.4;Conservative;5.20;Green;;;;;;;;;;;
IID000000002174770;TG THERAPEUTICS, INC.;TGTX;United States of America;US;Biotechnology;12892;Biotechnology;B;1.6;Aggressive;2.50;Green;;;;;;;;;;;
IID000000002153931;THALES SA;HO;France;FR;Aerospace & Defense;12882;Aerospace & Defense;AA;7.4;Average;4.10;Yellow;;;;;;;;;true;;
IID000000002155526;THE AES CORPORATION;AES;United States of America;US;Utilities;15700;Independent Power Producers & Energy Traders;A;6.5;Average;6.40;Yellow;;;;;;;;;;;
IID000000002156874;THE ALLSTATE CORPORATION;ALL;United States of America;US;Property & Casualty Insurance;15582;Property & Casualty Insurance;BBB;5.7;Conservative;7.00;Yellow;;;;;;;;;;;
